Description,Quantity,UnitPrice,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Quantity_Group
10,13,20.36,10,0.44,0,20.34,3,1,0,0,4,0,Low
7,18,29.21,1,0.41,1,15.35,1,1,0,2,1,0,Medium
4,41,26.02,10,0.01,1,21.11,4,0,0,3,2,2,High
2,41,44.27,3,0.45,1,13.08,1,1,0,2,3,2,High
6,7,71.65,8,0.1,1,17.57,2,1,0,0,3,2,Low
0,22,47.52,9,0.21,0,29.11,0,1,0,2,1,2,Medium
3,31,95.03,9,0.14,2,19.47,1,1,0,2,4,0,Medium
3,19,89.85,6,0.42,0,6.93,4,1,0,3,2,1,Medium
7,19,68.09,5,0.48,0,8.6,1,1,0,2,0,2,Medium
9,47,5.48,5,0.32,0,24.62,3,0,0,1,1,2,High
10,15,32.01,7,0.02,0,14.78,0,1,1,2,2,0,Low
1,8,82.53,0,0.32,0,25.17,3,1,0,2,0,1,Low
0,46,17.84,9,0.38,2,10.48,3,1,0,0,3,1,High
10,48,89.19,6,0.4,1,7.5,2,1,1,3,4,0,High
5,29,66.04,11,0.11,2,9.18,4,1,0,2,2,2,Medium
8,48,67.8,9,0.45,2,17.59,0,1,0,2,3,1,High
9,17,15.43,2,0.12,2,13.95,1,1,0,0,4,2,Medium
0,34,62.59,7,0.39,2,22.52,1,0,0,2,1,1,Medium
1,42,85.35,0,0.43,1,5.55,3,1,0,0,4,2,High
3,46,44.85,1,0.4,0,29.47,2,0,0,1,0,1,High
7,21,4.72,2,0.34,2,26.33,4,0,0,1,1,0,Medium
4,29,51.93,11,0.42,1,5.17,0,0,0,2,3,1,Medium
3,8,75.2,2,0.42,0,7.04,1,0,0,3,4,2,Low
9,6,45.85,1,0.2,0,18.42,1,1,0,0,0,2,Low
8,4,36.34,9,0.13,1,6.24,4,1,0,1,4,1,Low
5,24,81.58,7,0.33,0,14.13,1,1,0,2,4,1,Medium
10,43,24.02,5,0.37,1,27.57,1,1,1,0,2,0,High
3,20,6.53,3,0.44,2,14.92,2,0,0,1,2,1,Medium
8,19,51.76,4,0.35,0,15.75,1,0,0,2,3,2,Medium
9,17,21.99,5,0.03,1,23.49,4,1,0,2,0,2,Medium
7,37,95.67,9,0.02,2,8.33,4,0,0,3,4,0,High
3,27,82.46,7,0.06,1,22.24,4,1,0,2,1,0,Medium
9,14,67.66,10,0.12,1,11.76,4,1,0,0,0,1,Low
8,11,76.86,1,0.47,1,11.59,4,0,0,3,3,1,Low
9,23,2.29,3,0.32,2,19.8,0,0,0,2,3,1,Medium
7,8,43.18,9,0.39,0,29.71,4,1,0,3,1,1,Low
6,12,42.25,11,0.5,0,22.68,2,1,0,0,3,2,Low
2,45,53.21,11,0.3,0,17.93,1,0,0,3,2,1,High
3,1,30.65,7,0.44,1,13.26,2,1,0,2,0,0,Low
0,4,20.83,8,0.03,0,8.32,3,1,1,2,2,0,Low
1,37,8.96,2,0.23,1,12.81,4,1,0,0,0,2,High
7,43,69.19,5,0.21,2,23.24,0,0,0,2,4,1,High
3,13,49.85,10,0.05,0,16.42,1,0,0,3,2,0,Low
10,31,93.1,11,0.25,2,18.79,1,0,1,2,2,0,Medium
7,31,21.55,8,0.11,1,8.84,4,1,0,2,4,2,Medium
0,32,41.7,2,0.38,0,24.7,1,0,0,1,1,0,Medium
1,40,28.08,7,0.01,1,12.51,0,1,0,1,1,2,High
2,39,7.07,2,0.3,1,16.09,0,0,0,3,2,0,High
5,45,73.94,0,0.3,1,10.29,3,1,0,1,2,0,High
3,7,98.43,11,0.25,1,14.69,1,1,0,2,3,0,Low
5,49,2.29,7,0.23,2,6.74,1,0,0,2,4,2,High
2,49,88.09,8,0.49,1,7.0,2,1,0,1,4,0,High
2,49,13.63,0,0.36,1,29.75,2,1,0,3,1,0,High
3,16,14.13,5,0.39,0,27.83,2,0,1,3,0,0,Medium
7,38,8.53,11,0.34,2,23.56,1,1,0,1,1,2,High
10,43,7.82,9,0.45,2,25.95,0,1,0,0,2,0,High
8,1,72.29,2,0.47,0,15.82,4,0,0,0,3,1,Low
10,6,23.43,0,0.05,0,23.1,3,0,0,0,3,0,Low
0,22,29.74,7,0.42,0,9.92,0,1,0,0,0,0,Medium
6,30,44.53,2,0.34,1,21.89,4,0,0,0,0,2,Medium
1,8,29.24,9,0.27,2,16.62,3,1,0,3,1,1,Low
4,44,27.21,5,0.29,1,21.25,1,1,1,3,2,1,High
8,3,26.36,5,0.24,0,7.87,0,1,0,2,4,0,Low
2,25,35.05,10,0.25,1,21.74,3,0,0,2,0,1,Medium
1,42,71.06,3,0.02,2,5.7,2,1,0,1,1,0,High
0,8,39.55,9,0.05,2,15.74,2,0,1,1,4,2,Low
2,38,38.42,6,0.1,2,11.82,4,1,1,2,1,2,High
3,36,88.42,6,0.31,1,21.7,3,0,0,0,3,2,High
5,41,33.79,4,0.01,2,13.76,4,0,0,2,1,2,High
3,47,84.96,11,0.22,2,9.83,0,0,0,1,3,2,High
6,48,79.85,7,0.48,1,26.58,3,0,0,1,1,1,High
4,23,71.49,4,0.18,2,10.85,4,1,0,2,3,2,Medium
0,31,31.48,10,0.44,0,13.96,0,0,0,1,2,0,Medium
5,2,53.01,2,0.23,1,9.64,1,0,1,1,2,2,Low
2,4,6.09,11,0.04,2,28.29,3,1,0,2,1,2,Low
10,34,4.71,8,0.41,0,10.9,3,0,0,3,4,2,Medium
8,8,15.98,9,0.17,2,18.0,3,1,0,0,4,0,Low
8,32,49.23,6,0.38,1,25.43,1,1,0,2,3,1,Medium
10,11,82.73,10,0.33,1,10.09,2,0,0,0,4,0,Low
4,23,64.45,3,0.08,1,29.96,0,0,0,1,3,2,Medium
6,6,43.36,3,0.47,0,12.9,4,1,0,1,3,1,Low
7,10,45.57,6,0.16,0,28.1,4,1,0,2,3,1,Low
5,4,99.12,7,0.19,1,9.31,1,1,0,1,2,1,Low
10,3,39.43,8,0.2,0,11.22,4,1,0,3,4,2,Low
2,12,32.85,7,0.32,1,22.35,1,1,0,2,1,2,Low
5,1,39.92,6,0.37,2,9.39,2,0,0,0,2,2,Low
0,14,94.8,9,0.39,1,22.98,2,1,0,0,1,2,Low
5,28,7.39,4,0.01,0,14.94,2,1,0,3,2,2,Medium
7,11,63.53,0,0.28,2,11.54,2,0,0,0,2,2,Low
6,40,52.5,1,0.16,0,8.23,0,1,0,2,2,0,High
0,45,37.17,8,0.28,0,21.92,3,1,0,2,4,0,High
8,2,35.55,4,0.26,0,26.31,4,1,0,3,4,1,Low
7,24,54.09,5,0.03,1,14.73,4,1,0,3,3,0,Medium
2,14,82.24,2,0.33,1,20.71,0,0,0,1,2,1,Low
6,36,75.45,2,0.11,2,14.92,4,0,1,1,2,0,High
8,2,36.08,11,0.23,1,20.66,4,0,0,2,2,2,Low
9,3,88.32,0,0.22,2,13.95,2,1,0,2,0,1,Low
4,26,15.78,5,0.46,2,21.6,2,1,1,2,0,0,Medium
8,29,83.62,4,0.34,2,24.64,2,1,0,1,2,1,Medium
1,23,87.28,8,0.11,1,21.32,3,1,0,1,4,0,Medium
3,7,79.85,0,0.17,1,14.6,2,0,0,3,2,2,Low
6,4,94.61,1,0.03,1,29.66,2,1,0,2,0,1,Low
5,23,2.75,3,0.36,0,11.13,3,0,1,1,1,1,Medium
1,44,51.83,6,0.08,2,10.05,4,1,0,2,3,0,High
4,40,15.09,1,0.24,0,22.59,0,1,0,1,1,0,High
0,22,93.7,11,0.28,2,19.12,4,1,0,2,0,0,Medium
8,40,50.77,2,0.5,2,29.53,2,0,0,3,1,0,High
4,7,49.83,6,0.27,2,13.23,3,1,0,0,0,1,Low
6,18,64.08,2,0.2,0,29.89,0,1,1,2,1,1,Medium
7,38,17.92,7,0.06,0,27.59,1,0,0,3,3,1,High
4,25,61.31,8,0.05,2,26.37,2,0,0,2,1,1,Medium
1,48,37.78,7,0.11,1,12.64,3,1,0,0,1,0,High
9,15,54.64,8,0.34,1,12.88,2,0,0,1,3,2,Low
4,6,91.32,0,0.04,0,26.54,1,1,0,3,2,1,Low
0,41,14.45,4,0.25,2,24.48,0,1,0,1,2,2,High
5,12,43.19,1,0.22,2,11.26,4,0,0,1,1,0,Low
8,16,20.66,6,0.31,0,13.2,0,1,0,1,2,2,Medium
2,26,76.23,0,0.2,1,27.71,0,1,0,2,0,1,Medium
2,39,18.38,6,0.23,0,11.75,2,1,0,1,1,2,High
0,8,31.74,7,0.21,1,18.0,1,1,0,1,0,1,Low
2,27,61.52,6,0.33,0,12.4,2,1,0,3,1,1,Medium
6,27,35.41,10,0.22,0,23.45,2,0,0,2,0,0,Medium
5,1,45.67,9,0.16,2,14.69,1,0,0,0,0,0,Low
9,43,6.72,4,0.12,1,21.39,3,1,1,0,2,0,High
10,41,47.45,8,0.42,1,8.32,4,1,0,0,0,0,High
3,45,51.55,2,0.24,0,12.78,3,0,0,3,1,2,High
10,32,80.31,10,0.15,0,28.77,2,0,0,2,2,2,Medium
8,3,41.57,3,0.35,0,10.72,3,0,0,0,4,2,Low
0,30,28.2,5,0.1,1,5.97,3,0,0,1,2,1,Medium
0,9,38.75,8,0.1,2,27.74,4,0,0,3,2,0,Low
2,48,12.62,9,0.27,1,17.08,3,0,0,0,0,2,High
6,7,82.29,10,0.45,0,26.1,2,1,0,1,0,2,Low
7,32,13.03,5,0.47,1,23.67,1,1,1,1,0,2,Medium
3,29,48.43,7,0.33,0,13.68,3,0,0,0,0,0,Medium
5,18,87.27,6,0.08,2,17.17,3,1,0,1,1,2,Medium
1,47,79.67,1,0.29,0,24.81,2,1,0,0,4,2,High
3,5,68.5,4,0.28,0,24.06,1,0,0,1,2,2,Low
10,34,56.07,0,0.23,2,9.27,3,0,0,2,0,1,Medium
4,39,83.12,10,0.23,2,13.27,0,0,0,0,1,2,High
1,15,6.11,1,0.28,2,9.09,1,0,0,0,3,2,Low
9,6,97.34,3,0.34,0,26.56,4,0,0,2,0,0,Low
1,40,1.67,1,0.05,2,27.92,2,0,0,2,1,0,High
2,44,52.39,0,0.42,2,22.83,2,1,0,2,0,0,High
9,32,22.78,9,0.42,0,8.16,0,1,0,0,1,2,Medium
0,3,88.71,10,0.02,2,21.17,0,0,0,2,2,0,Low
6,25,91.11,2,0.05,2,27.4,0,0,0,2,0,2,Medium
4,39,26.25,7,0.03,1,15.11,2,1,0,0,0,2,High
8,17,95.34,5,0.08,2,9.06,2,0,0,0,3,2,Medium
1,47,70.7,2,0.19,1,11.03,0,1,0,3,2,0,High
9,11,90.09,10,0.07,1,8.04,4,1,0,2,1,1,Low
5,6,98.55,11,0.43,1,6.55,3,1,0,3,2,0,Low
4,25,29.27,2,0.09,0,11.97,2,1,1,0,3,0,Medium
5,42,71.97,1,0.28,2,11.85,1,0,0,3,4,2,High
3,30,56.3,4,0.45,0,19.49,2,0,0,0,3,0,Medium
5,10,82.75,1,0.44,1,11.34,4,0,0,2,1,2,Low
1,28,49.35,4,0.13,2,5.64,2,0,0,3,0,1,Medium
3,3,91.68,7,0.14,2,28.55,3,1,0,0,0,0,Low
0,18,51.05,10,0.24,0,28.38,2,1,0,0,1,1,Medium
7,16,84.2,2,0.27,2,16.62,2,0,0,2,0,1,Medium
6,42,82.03,2,0.25,1,5.96,2,1,0,3,1,2,High
7,19,61.57,6,0.1,1,8.12,3,0,0,3,0,0,Medium
6,17,32.39,8,0.39,0,19.54,3,1,1,2,2,2,Medium
1,41,56.39,11,0.19,2,28.37,1,0,0,3,4,2,High
1,45,69.36,0,0.46,1,8.99,3,1,0,3,4,2,High
6,28,78.26,2,0.29,2,18.96,2,0,0,3,2,2,Medium
2,38,96.49,3,0.05,1,23.19,2,0,0,2,3,1,High
8,30,36.23,11,0.23,1,29.07,4,0,0,0,1,0,Medium
8,13,43.06,2,0.15,1,10.22,3,1,0,1,4,0,Low
8,13,55.81,1,0.43,1,10.3,4,0,1,0,3,1,Low
5,32,61.41,0,0.45,0,25.19,2,0,0,1,3,1,Medium
7,27,50.82,1,0.03,0,24.61,3,0,0,1,2,1,Medium
5,23,29.79,2,0.03,1,24.72,3,0,0,2,1,1,Medium
3,37,22.56,11,0.22,1,6.04,4,0,0,3,4,2,High
10,32,67.26,9,0.14,2,12.79,1,1,0,1,0,1,Medium
8,16,91.36,7,0.46,1,29.09,1,0,0,3,1,1,Medium
2,11,87.05,5,0.36,1,25.55,2,0,0,1,0,1,Low
6,20,60.21,2,0.48,0,24.18,0,1,0,2,1,0,Medium
1,11,23.71,4,0.29,0,7.37,3,0,0,3,2,0,Low
6,49,94.54,10,0.11,1,17.4,2,0,0,3,1,1,High
7,25,43.43,10,0.2,0,21.08,1,0,1,2,3,1,Medium
3,45,9.77,1,0.1,1,16.14,2,0,0,3,4,2,High
9,36,67.41,8,0.45,0,24.62,0,1,0,1,2,2,High
6,45,16.87,5,0.0,0,18.33,2,1,0,3,0,0,High
3,35,56.05,11,0.3,2,25.89,4,1,1,3,1,2,Medium
4,25,69.74,10,0.32,2,12.4,0,1,0,2,0,2,Medium
6,2,13.07,2,0.18,2,21.38,4,1,0,0,3,0,Low
9,27,38.56,7,0.39,0,11.32,1,1,0,0,4,1,Medium
9,36,64.74,7,0.49,2,24.8,2,0,0,2,0,2,High
8,19,92.99,5,0.39,2,23.9,0,1,0,1,4,0,Medium
4,42,28.38,5,0.15,2,23.83,2,0,0,2,3,1,High
3,26,5.61,4,0.01,1,23.66,0,0,0,1,1,0,Medium
7,33,69.02,0,0.49,1,28.52,0,0,0,1,0,1,Medium
10,4,41.69,4,0.26,2,28.36,0,0,0,3,1,1,Low
2,2,91.57,2,0.14,2,20.61,3,0,0,3,4,1,Low
0,30,23.61,7,0.16,1,25.04,0,0,0,3,2,2,Medium
7,9,8.41,9,0.12,1,23.81,2,0,0,1,0,2,Low
0,41,68.85,8,0.12,0,28.33,3,0,0,3,4,1,High
6,2,94.38,0,0.37,0,27.52,4,1,0,0,2,1,Low
8,29,56.39,0,0.44,1,8.65,2,0,0,3,1,1,Medium
10,10,47.55,11,0.48,2,28.78,0,0,0,1,0,1,Low
8,8,11.05,9,0.02,1,10.78,4,1,0,0,2,1,Low
8,49,83.92,0,0.19,0,28.2,4,1,0,1,1,0,High
5,2,33.44,9,0.38,2,28.46,3,1,0,2,0,0,Low
0,19,41.18,5,0.15,2,18.91,4,0,0,3,4,0,Medium
8,21,78.85,10,0.23,1,8.04,3,0,0,0,0,1,Medium
8,8,46.71,11,0.06,2,6.42,1,0,0,1,3,2,Low
9,48,35.48,6,0.11,1,25.07,4,1,0,1,2,0,High
6,45,28.06,4,0.11,0,10.77,4,1,0,1,0,0,High
1,24,49.5,0,0.1,1,25.04,4,0,0,0,2,1,Medium
1,32,58.96,1,0.04,2,28.11,0,1,0,3,2,0,Medium
1,15,8.83,0,0.45,2,14.62,2,1,0,3,0,2,Low
1,6,51.14,1,0.01,2,27.88,1,0,1,2,1,1,Low
0,18,9.89,8,0.28,2,9.77,2,0,0,1,1,0,Medium
5,13,50.1,9,0.31,2,17.02,2,0,0,0,4,2,Low
1,5,46.22,7,0.36,0,20.5,3,0,0,1,4,2,Low
9,44,7.22,4,0.33,2,9.47,3,1,1,1,0,2,High
0,45,31.23,4,0.44,2,14.38,1,0,1,1,4,1,High
8,16,37.08,0,0.42,2,13.07,3,0,0,2,3,0,Medium
4,20,47.88,10,0.03,1,12.82,4,0,0,2,2,2,Medium
4,3,76.44,10,0.13,0,22.4,0,1,0,2,2,1,Low
0,5,5.38,3,0.19,2,20.43,0,0,0,3,3,2,Low
2,39,54.2,2,0.27,1,16.39,4,0,0,0,3,0,High
0,41,74.04,0,0.5,0,12.58,2,0,0,0,4,0,High
1,10,34.06,2,0.19,1,20.44,4,1,0,1,2,1,Low
8,17,37.11,2,0.08,1,13.14,2,0,0,2,3,1,Medium
5,31,54.76,3,0.28,1,11.08,2,1,0,2,2,1,Medium
1,30,98.21,2,0.36,0,19.44,0,0,0,0,3,2,Medium
5,14,6.64,1,0.01,2,23.65,4,0,0,3,1,1,Low
8,14,50.54,4,0.18,2,13.39,2,0,0,3,3,1,Low
10,47,37.84,0,0.07,0,6.97,3,0,0,0,4,1,High
2,29,70.79,7,0.45,0,24.94,3,1,0,1,3,2,Medium
3,5,6.48,7,0.29,0,7.2,0,1,0,3,2,0,Low
3,4,36.1,8,0.16,2,17.19,1,0,0,2,0,2,Low
6,32,1.11,8,0.01,2,29.24,4,0,0,3,2,0,Medium
3,27,51.93,8,0.04,0,16.95,1,0,0,1,3,1,Medium
4,33,9.34,6,0.32,2,15.57,2,0,0,2,1,1,Medium
4,16,84.11,8,0.01,2,7.44,4,0,0,3,1,1,Medium
3,7,86.6,5,0.32,2,28.74,0,0,0,3,0,2,Low
9,13,75.31,1,0.31,0,5.17,3,1,0,1,4,1,Low
7,7,27.43,1,0.21,2,18.65,4,1,0,1,1,1,Low
1,38,1.83,10,0.22,2,6.91,1,0,0,1,4,2,High
9,41,75.0,3,0.22,2,12.58,1,0,0,3,3,1,High
10,16,86.09,11,0.11,0,14.67,2,1,0,3,1,2,Medium
6,23,55.96,1,0.14,0,28.79,2,0,0,0,2,1,Medium
3,40,89.82,6,0.22,0,16.42,4,0,0,0,3,0,High
4,36,6.01,6,0.18,0,11.81,4,0,1,0,3,0,High
7,20,55.12,6,0.32,2,26.88,1,0,0,0,2,0,Medium
1,23,77.27,8,0.11,2,10.85,0,0,0,2,0,0,Medium
7,48,84.03,9,0.08,2,18.45,4,0,0,1,2,1,High
6,14,9.11,6,0.34,2,6.07,3,0,0,2,3,2,Low
6,36,38.48,8,0.38,2,23.1,1,0,0,2,2,2,High
7,46,7.36,2,0.21,0,25.44,4,1,0,0,2,2,High
6,4,61.13,7,0.21,1,17.6,2,1,0,1,1,2,Low
3,18,93.44,3,0.01,1,10.98,1,1,0,0,3,0,Medium
2,21,30.69,4,0.46,1,5.13,1,1,0,0,2,1,Medium
7,29,52.36,9,0.34,0,6.32,4,0,0,0,4,0,Medium
6,23,16.4,9,0.41,0,11.47,3,1,0,2,3,0,Medium
2,17,36.87,11,0.39,0,23.14,4,0,0,0,2,1,Medium
3,43,94.16,2,0.17,0,26.2,4,1,0,3,1,1,High
6,19,80.74,2,0.49,0,8.22,3,0,0,1,4,2,Medium
2,29,76.15,1,0.35,0,15.32,4,1,0,2,0,0,Medium
10,23,36.21,3,0.31,1,27.34,2,0,0,3,2,1,Medium
10,27,29.83,0,0.39,2,8.45,2,1,0,1,3,0,Medium
4,9,94.09,7,0.44,2,8.57,3,1,0,3,4,1,Low
0,25,5.76,6,0.23,2,19.67,2,0,0,0,0,1,Medium
2,19,35.62,1,0.36,0,29.87,0,0,0,0,1,2,Medium
9,40,74.25,5,0.07,2,9.19,2,0,0,1,2,1,High
6,27,14.37,1,0.43,1,8.64,1,0,0,0,1,1,Medium
7,17,8.48,2,0.35,1,5.95,4,1,0,1,2,0,Medium
6,5,53.78,1,0.34,1,11.75,1,0,0,0,1,0,Low
0,5,63.14,11,0.16,1,12.98,1,0,0,1,4,1,Low
8,41,3.47,11,0.42,2,16.75,3,1,0,3,0,0,High
5,29,51.14,11,0.23,2,16.42,0,0,0,1,2,1,Medium
4,34,69.57,5,0.46,2,9.72,3,1,0,3,0,1,Medium
7,40,62.31,6,0.37,0,12.87,1,1,0,2,2,2,High
8,22,12.58,7,0.07,2,8.11,4,1,0,3,4,1,Medium
9,30,87.05,11,0.09,1,22.19,2,1,0,1,1,0,Medium
7,44,42.12,2,0.43,0,6.12,3,0,0,2,3,2,High
0,32,25.71,8,0.24,2,7.04,1,1,0,3,3,0,Medium
5,37,62.66,0,0.13,2,24.02,4,0,0,3,1,0,High
6,49,37.0,6,0.24,1,12.8,1,1,0,0,3,2,High
2,30,52.36,7,0.22,1,15.5,1,1,0,2,0,1,Medium
6,34,73.19,3,0.34,2,29.21,1,0,0,2,2,1,Medium
6,44,45.78,9,0.09,1,20.57,4,0,0,2,4,1,High
7,32,69.38,11,0.04,1,27.24,3,0,0,0,2,1,Medium
4,37,86.37,10,0.4,0,17.52,4,0,0,3,0,2,High
8,8,20.47,7,0.44,1,10.82,2,0,0,2,4,2,Low
6,25,46.73,2,0.03,2,29.18,1,1,0,3,2,0,Medium
5,44,64.21,0,0.24,0,22.76,2,1,0,3,0,2,High
3,34,61.05,3,0.3,2,5.73,1,1,0,0,2,2,Medium
5,24,26.69,0,0.0,0,10.4,2,1,0,3,1,0,Medium
7,43,2.63,3,0.41,1,18.37,4,1,0,2,1,2,High
1,31,95.2,2,0.29,0,27.91,1,1,0,2,4,2,Medium
6,22,8.54,1,0.13,2,23.8,0,1,0,3,3,2,Medium
0,1,42.96,3,0.38,1,6.96,1,0,0,2,1,2,Low
9,10,92.4,5,0.08,2,20.73,0,1,0,0,2,1,Low
5,6,22.14,9,0.33,2,16.81,1,1,0,2,4,0,Low
8,42,77.88,8,0.27,1,6.58,1,1,0,0,2,0,High
1,47,12.23,10,0.45,0,17.24,0,0,0,1,2,2,High
9,7,6.87,7,0.44,1,27.5,3,0,0,3,3,0,Low
8,33,8.24,2,0.28,1,5.67,3,0,0,1,0,0,Medium
7,22,17.58,9,0.2,2,17.6,4,0,1,3,0,1,Medium
10,13,75.68,10,0.23,0,19.64,3,0,1,2,2,1,Low
9,30,8.88,5,0.45,1,22.38,3,0,0,3,2,1,Medium
2,41,20.05,8,0.3,2,5.76,3,1,0,2,3,0,High
7,49,17.46,7,0.25,0,15.07,4,1,0,2,1,0,High
1,38,70.28,2,0.08,2,12.65,1,1,0,0,4,1,High
7,43,83.7,1,0.01,2,25.52,2,1,0,0,1,0,High
6,31,23.38,8,0.44,2,22.28,1,0,0,2,2,0,Medium
7,43,92.24,2,0.03,2,20.32,1,1,0,3,2,1,High
7,26,8.27,3,0.3,2,5.93,1,0,0,1,1,2,Medium
7,34,74.62,10,0.0,0,12.07,3,0,0,3,1,2,Medium
0,49,7.97,10,0.32,0,19.46,4,0,0,3,4,1,High
8,16,86.76,5,0.22,2,15.72,4,1,0,1,1,0,Medium
7,17,95.73,10,0.2,1,24.5,2,1,0,2,3,1,Medium
10,2,8.72,3,0.44,1,18.0,2,0,0,3,0,0,Low
0,26,41.05,11,0.46,0,8.81,3,0,1,2,0,0,Medium
2,46,85.81,4,0.16,2,27.81,4,1,0,1,3,2,High
1,6,95.87,4,0.24,1,22.01,1,0,0,2,4,1,Low
0,19,51.0,7,0.02,0,5.59,0,0,0,3,1,2,Medium
9,20,15.78,2,0.42,2,20.62,2,1,1,0,0,0,Medium
5,2,79.83,7,0.45,1,14.78,2,0,0,0,1,2,Low
6,37,46.21,3,0.38,0,12.23,0,1,0,2,4,0,High
10,30,76.31,6,0.45,1,16.22,0,1,0,1,1,1,Medium
10,33,51.47,7,0.49,0,6.8,2,0,0,1,4,0,Medium
4,26,94.18,4,0.12,1,14.13,4,1,1,1,1,0,Medium
9,48,17.87,9,0.18,2,7.92,1,1,1,0,0,1,High
10,36,8.02,8,0.49,2,29.93,1,1,0,3,0,1,High
8,15,37.81,5,0.15,2,26.07,4,0,0,2,2,1,Low
2,34,80.47,3,0.47,0,16.32,2,0,0,2,2,2,Medium
6,43,42.95,9,0.31,1,16.27,0,1,0,2,1,0,High
5,15,72.43,11,0.14,1,9.64,1,1,0,3,1,0,Low
6,13,67.09,5,0.22,2,8.85,2,0,1,0,2,1,Low
9,25,90.7,9,0.0,2,7.04,0,0,0,1,2,1,Medium
8,30,59.5,10,0.09,1,23.26,4,0,0,2,0,1,Medium
10,16,51.74,4,0.31,1,13.49,3,1,0,0,1,1,Medium
3,39,11.65,6,0.46,1,20.96,0,1,0,3,0,0,High
9,46,6.51,11,0.26,2,20.83,1,0,0,3,4,0,High
5,42,1.9,7,0.4,2,8.35,2,1,0,0,2,2,High
8,3,84.14,4,0.5,0,14.31,0,1,0,0,4,0,Low
1,11,37.18,8,0.46,1,28.4,3,0,0,3,1,1,Low
7,7,60.18,4,0.28,1,17.27,1,1,1,2,1,2,Low
0,22,40.38,1,0.1,2,25.5,3,1,0,2,0,2,Medium
0,42,21.55,6,0.04,0,27.9,3,0,0,3,1,2,High
9,40,66.15,9,0.23,1,12.76,0,0,0,0,1,2,High
8,14,42.11,9,0.31,0,23.24,2,0,1,1,4,0,Low
9,7,39.73,0,0.01,2,5.8,0,0,0,0,2,0,Low
8,48,85.63,9,0.4,2,11.65,2,0,0,3,4,1,High
6,29,90.0,11,0.26,2,21.71,1,1,0,2,3,1,Medium
1,49,71.13,6,0.45,0,22.88,4,1,1,0,3,1,High
8,14,93.11,7,0.23,1,8.75,1,1,0,1,4,0,Low
10,7,12.74,3,0.29,1,10.19,0,0,0,1,4,0,Low
4,46,68.91,8,0.05,0,20.82,2,1,0,1,0,1,High
8,22,6.57,11,0.14,0,28.99,3,1,1,2,0,2,Medium
4,27,16.81,2,0.4,0,5.93,2,1,0,2,1,2,Medium
7,44,99.81,7,0.4,0,20.21,2,0,0,3,2,0,High
9,12,83.96,9,0.23,2,27.86,3,1,0,3,4,2,Low
2,33,26.05,1,0.11,0,15.21,3,0,0,3,1,1,Medium
3,9,30.7,6,0.12,2,21.95,1,1,0,0,4,1,Low
7,14,96.1,2,0.4,0,11.77,4,0,0,2,4,0,Low
10,18,32.92,8,0.04,1,16.25,1,1,0,3,3,1,Medium
10,9,95.69,0,0.46,0,24.08,4,0,0,0,3,2,Low
4,43,34.02,11,0.27,0,10.0,0,0,0,0,3,1,High
4,43,10.59,8,0.42,1,18.19,0,1,1,3,4,1,High
3,7,79.93,4,0.17,2,8.78,4,1,0,1,1,0,Low
5,33,16.18,11,0.44,2,14.65,1,1,0,2,1,2,Medium
9,42,69.98,8,0.32,0,23.77,2,1,0,3,1,2,High
6,33,6.11,0,0.13,1,13.0,0,1,0,3,3,1,Medium
8,39,22.19,1,0.33,0,21.19,1,0,0,1,4,2,High
2,11,17.91,5,0.31,0,10.54,1,1,0,2,4,1,Low
1,1,41.16,9,0.31,2,27.72,3,0,0,0,3,2,Low
8,11,24.38,5,0.43,2,12.16,1,0,0,3,0,1,Low
7,26,98.22,0,0.24,1,26.65,4,0,0,2,0,2,Medium
4,7,29.1,7,0.48,1,29.41,1,1,1,2,1,0,Low
2,34,32.09,8,0.31,1,25.67,2,1,0,2,4,0,Medium
0,8,16.46,10,0.28,0,6.89,3,0,0,3,0,1,Low
4,29,83.1,1,0.34,2,11.12,1,0,1,0,1,0,Medium
4,35,97.47,4,0.02,0,6.33,3,0,0,2,3,1,Medium
10,8,42.67,3,0.43,0,18.18,4,0,0,1,3,1,Low
0,35,89.36,7,0.2,1,13.63,4,0,0,0,4,1,Medium
9,46,87.17,5,0.03,2,20.04,3,1,0,3,4,1,High
3,19,68.75,6,0.08,2,24.58,1,0,1,2,1,2,Medium
3,27,80.93,1,0.11,2,16.82,4,1,0,1,4,1,Medium
4,40,73.6,4,0.07,2,8.72,2,1,0,0,2,0,High
4,42,68.22,2,0.42,1,18.16,0,0,0,3,2,2,High
5,44,24.66,4,0.13,0,7.63,0,1,0,0,0,1,High
8,46,56.94,3,0.48,1,21.39,4,1,0,3,1,2,High
7,20,8.66,6,0.39,0,23.51,3,0,0,1,2,2,Medium
9,41,61.03,9,0.42,2,10.1,4,1,1,0,2,2,High
9,15,66.17,4,0.18,2,23.27,0,1,0,1,0,1,Low
1,17,80.32,0,0.47,2,7.45,1,0,0,0,4,1,Medium
10,4,51.19,5,0.26,0,10.19,3,0,0,0,3,0,Low
0,2,17.03,4,0.49,2,23.97,0,1,0,3,3,1,Low
7,7,42.0,3,0.06,0,8.69,4,1,0,1,3,1,Low
8,19,96.27,9,0.4,2,27.91,2,1,0,1,4,0,Medium
9,12,86.92,8,0.11,0,11.01,0,1,0,2,2,0,Low
